Src IP,Dst IP,Timestamp,Label,Src Port,Dst Port,Fwd Header Len,Init Bwd Win Byts,Fwd Seg Size Avg,Fwd Pkt Len Mean,Init Fwd Win Byts,Fwd Pkt Len Max,TotLen Fwd Pkts,Bwd Pkt Len Mean,Idle Min,Bwd Header Len,Pkt Len Var,Subflow Fwd Byts,TotLen Bwd Pkts,Idle Max,Fwd Seg Size Min,Idle Mean,Pkt Len Max,Bwd Pkt Len Std,Bwd Pkt Len Max,Protocol,Pkt Len Mean,Down/Up Ratio
48.92.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,56506680.0,0,0.0,0,0.0,1556027621239051.0,0,778013838872865.5,0.0,0.0,0.0,0,0.0,0.0
50.163.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,99672625.0,0,0.0,0,0.0,1556027621007781.0,0,778013860340203.0,0.0,0.0,0.0,0,0.0,0.0
104.202.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,99733484.0,0,0.0,0,0.0,1556027621226052.0,0,778013860479768.0,0.0,0.0,0.0,0,0.0,0.0
74.3.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,103281670.0,0,0.0,0,0.0,1556027621994168.0,0,778013862637919.0,0.0,0.0,0.0,0,0.0,0.0
131.220.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,23625953.0,0,0.0,0,0.0,1556027621237963.0,0,778013822431958.0,0.0,0.0,0.0,0,0.0,0.0
198.25.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,11343168.0,0,0.0,0,0.0,1556027621698125.0,0,778013816520646.5,0.0,0.0,0.0,0,0.0,0.0
170.217.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,67697427.0,0,0.0,0,0.0,1556027621923796.0,0,778013844810611.5,0.0,0.0,0.0,0,0.0,0.0
16.77.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,51656684.0,0,0.0,0,0.0,1556027621155788.0,0,518675910339114.0,0.0,0.0,0.0,0,0.0,0.0
250.106.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,12641522.0,0,0.0,0,0.0,1556027621513929.0,0,518675884548467.4,0.0,0.0,0.0,0,0.0,0.0
98.131.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,97100475.0,0,0.0,0,0.0,1556027621155855.0,0,778013859128165.0,0.0,0.0,0.0,0,0.0,0.0
166.105.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,62486193.0,0,0.0,0,0.0,1556027621083430.0,0,778013841784811.5,0.0,0.0,0.0,0,0.0,0.0
193.11.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,26486557.0,0,0.0,0,0.0,1556027621236577.0,0,518675906480627.4,0.0,0.0,0.0,0,0.0,0.0
10.63.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,53181725.0,0,0.0,0,0.0,1556027621225888.0,0,778013837203806.5,0.0,0.0,0.0,0,0.0,0.0
42.133.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,9740979.0,0,0.0,0,0.0,1556027621236833.0,0,518675888395257.4,0.0,0.0,0.0,0,0.0,0.0
117.139.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,107968594.0,0,0.0,0,0.0,1556027621538594.0,0,778013864753594.0,0.0,0.0,0.0,0,0.0,0.0
174.19.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,52633292.0,0,0.0,0,0.0,1556027621514352.0,0,778013837073822.0,0.0,0.0,0.0,0,0.0,0.0
11.49.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,112187391.0,0,0.0,0,0.0,1556027621994170.0,0,778013867090780.5,0.0,0.0,0.0,0,0.0,0.0
35.27.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,84630639.0,0,0.0,0,0.0,1556027621997731.0,0,778013853314185.0,0.0,0.0,0.0,0,0.0,0.0
71.188.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,21035445.0,0,0.0,0,0.0,1556027621538585.0,0,518675889953361.4,0.0,0.0,0.0,0,0.0,0.0
62.198.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,39767392.0,0,0.0,0,0.0,1556027621155846.0,0,778013830461619.0,0.0,0.0,0.0,0,0.0,0.0
120.166.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,96191793.0,0,0.0,0,0.0,1556027621994059.0,0,778013859092926.0,0.0,0.0,0.0,0,0.0,0.0
104.149.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,5609805.0,0,0.0,0,0.0,1556027621225878.0,0,518675891968313.6,0.0,0.0,0.0,0,0.0,0.0
33.144.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,100984825.0,0,0.0,0,0.0,1556027621749954.0,0,778013861367389.5,0.0,0.0,0.0,0,0.0,0.0
72.121.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,67610690.0,0,0.0,0,0.0,1556027621774773.0,0,778013844692731.5,0.0,0.0,0.0,0,0.0,0.0
7.120.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,61371867.0,0,0.0,0,0.0,1556027621698144.0,0,778013841535005.5,0.0,0.0,0.0,0,0.0,0.0
236.84.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,47053029.0,0,0.0,0,0.0,1556027621083474.0,0,778013834068251.5,0.0,0.0,0.0,0,0.0,0.0
66.192.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,69352995.0,0,0.0,0,0.0,1556027621747290.0,0,778013845550142.5,0.0,0.0,0.0,0,0.0,0.0
136.247.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,73147534.0,0,0.0,0,0.0,1556027621801020.0,0,778013847474277.0,0.0,0.0,0.0,0,0.0,0.0
171.156.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,101319408.0,0,0.0,0,0.0,1556027621749301.0,0,778013861534354.5,0.0,0.0,0.0,0,0.0,0.0
230.165.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,17990673.0,0,0.0,0,0.0,1556027621156331.0,0,778013819573502.0,0.0,0.0,0.0,0,0.0,0.0
96.128.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,21362518.0,0,0.0,0,0.0,1556027621747276.0,0,778013821554897.0,0.0,0.0,0.0,0,0.0,0.0
240.198.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,23777468.0,0,0.0,0,0.0,1556027621038227.0,0,518675911211456.6,0.0,0.0,0.0,0,0.0,0.0
240.52.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50828145.0,0,0.0,0,0.0,1556027621747435.0,0,778013836287790.0,0.0,0.0,0.0,0,0.0,0.0
73.95.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,20808594.0,0,0.0,0,0.0,1556027621993952.0,0,778013821401273.0,0.0,0.0,0.0,0,0.0,0.0
216.77.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,37671870.0,0,0.0,0,0.0,1556027621971571.0,0,778013829821720.5,0.0,0.0,0.0,0,0.0,0.0
41.46.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,31706391.0,0,0.0,0,0.0,1556027621155831.0,0,518675912596249.6,0.0,0.0,0.0,0,0.0,0.0
172.60.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,11961117.0,0,0.0,0,0.0,1556027621083428.0,0,778013816522272.5,0.0,0.0,0.0,0,0.0,0.0
42.210.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,111245757.0,0,0.0,0,0.0,1556027621748917.0,0,778013866497337.0,0.0,0.0,0.0,0,0.0,0.0
162.58.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,54794309.0,0,0.0,0,0.0,1556027621236547.0,0,778013838015428.0,0.0,0.0,0.0,0,0.0,0.0
170.28.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,31264626.0,0,0.0,0,0.0,1556027621697998.0,0,518675905968057.4,0.0,0.0,0.0,0,0.0,0.0
244.250.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,12856396.0,0,0.0,0,0.0,1556027621085978.0,0,518675886115607.4,0.0,0.0,0.0,0,0.0,0.0
64.145.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,40024714.0,0,0.0,0,0.0,1556027621083426.0,0,518675904396189.0,0.0,0.0,0.0,0,0.0,0.0
111.9.192.168,1.31.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,112379120.0,0,0.0,0,0.0,1556027621801186.0,0,778013867090153.0,0.0,0.0,0.0,0,0.0,0.0
86.233.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,12698219.0,0,0.0,0,0.0,1556027621791249.0,0,518675901485601.4,0.0,0.0,0.0,0,0.0,0.0
8.219.192.168,1.32.192.168,2019-04-23 23:53:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,19776806.0,0,0.0,0,0.0,1556027621253304.0,0,778013820515055.0,0.0,0.0,0.0,0,0.0,0.0
120.232.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50457817.0,0,0.0,0,0.0,1556027622705583.0,0,778013836581700.0,0.0,0.0,0.0,0,0.0,0.0
56.46.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,12944991.0,0,0.0,0,0.0,1556027622115691.0,0,778013817530341.0,0.0,0.0,0.0,0,0.0,0.0
223.137.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,81984169.0,0,0.0,0,0.0,1556027622477647.0,0,778013852230908.0,0.0,0.0,0.0,0,0.0,0.0
218.247.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,57439200.0,0,0.0,0,0.0,1556027622737387.0,0,778013840088293.5,0.0,0.0,0.0,0,0.0,0.0
176.8.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,9290237.0,0,0.0,0,0.0,1556027622881225.0,0,778013816085731.0,0.0,0.0,0.0,0,0.0,0.0
198.18.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,69021617.0,0,0.0,0,0.0,1556027622737379.0,0,778013845879498.0,0.0,0.0,0.0,0,0.0,0.0
251.187.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,18741294.0,0,0.0,0,0.0,1556027622465186.0,0,778013820603240.0,0.0,0.0,0.0,0,0.0,0.0
247.103.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,96140279.0,0,0.0,0,0.0,1556027622464822.0,0,778013859302550.5,0.0,0.0,0.0,0,0.0,0.0
194.61.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,97605321.0,0,0.0,0,0.0,1556027622058551.0,0,778013859831936.0,0.0,0.0,0.0,0,0.0,0.0
248.53.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,15815639.0,0,0.0,0,0.0,1556027622662324.0,0,778013819238981.5,0.0,0.0,0.0,0,0.0,0.0
67.169.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,114630699.0,0,0.0,0,0.0,1556027622247595.0,0,778013868439147.0,0.0,0.0,0.0,0,0.0,0.0
22.130.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,6550590.0,0,0.0,0,0.0,1556027622648394.0,0,518675884214215.0,0.0,0.0,0.0,0,0.0,0.0
235.24.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,116181062.0,0,0.0,0,0.0,1556027622867836.0,0,778013869524449.0,0.0,0.0,0.0,0,0.0,0.0
254.232.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,17879163.0,0,0.0,0,0.0,1556027622705574.0,0,518675891064537.4,0.0,0.0,0.0,0,0.0,0.0
170.215.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,63820591.0,0,0.0,0,0.0,1556027622759873.0,0,778013843290232.0,0.0,0.0,0.0,0,0.0,0.0
71.246.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,56218654.0,0,0.0,0,0.0,1556027622366602.0,0,778013839292628.0,0.0,0.0,0.0,0,0.0,0.0
7.211.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,92190933.0,0,0.0,0,0.0,1556027622737367.0,0,778013857464150.0,0.0,0.0,0.0,0,0.0,0.0
107.183.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,112935018.0,0,0.0,0,0.0,1556027622247602.0,0,778013867591310.0,0.0,0.0,0.0,0,0.0,0.0
47.75.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,7037251.0,0,0.0,0,0.0,1556027622545984.0,0,518675884548492.0,0.0,0.0,0.0,0,0.0,0.0
80.7.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,32217725.0,0,0.0,0,0.0,1556027622874166.0,0,778013827545945.5,0.0,0.0,0.0,0,0.0,0.0
196.181.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,41956284.0,0,0.0,0,0.0,1556027622737409.0,0,778013832346846.5,0.0,0.0,0.0,0,0.0,0.0
87.28.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,52537899.0,0,0.0,0,0.0,1556027622247555.0,0,518675911211454.0,0.0,0.0,0.0,0,0.0,0.0
177.177.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,31695978.0,0,0.0,0,0.0,1556027622602787.0,0,778013827149382.5,0.0,0.0,0.0,0,0.0,0.0
183.224.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,5650395.0,0,0.0,0,0.0,1556027622602781.0,0,778013814126588.0,0.0,0.0,0.0,0,0.0,0.0
30.17.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1556027622705585.0,0,0.0,0,0.0,1556027622705585.0,0,1556027622705585.0,0.0,0.0,0.0,0,0.0,0.0
176.161.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,110517032.0,0,0.0,0,0.0,1556027622477636.0,0,778013866497334.0,0.0,0.0,0.0,0,0.0,0.0
77.187.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,43100446.0,0,0.0,0,0.0,1556027622718415.0,0,778013832909430.5,0.0,0.0,0.0,0,0.0,0.0
85.12.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,5047396.0,0,0.0,0,0.0,1556027622873336.0,0,311205542109266.2,0.0,0.0,0.0,0,0.0,0.0
190.179.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,71018068.0,0,0.0,0,0.0,1556027622046142.0,0,778013846532105.0,0.0,0.0,0.0,0,0.0,0.0
40.26.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,47116740.0,0,0.0,0,0.0,1556027622759875.0,0,778013834938307.5,0.0,0.0,0.0,0,0.0,0.0
160.133.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,48419906.0,0,0.0,0,0.0,1556027622737411.0,0,778013835578658.5,0.0,0.0,0.0,0,0.0,0.0
41.196.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,115977921.0,0,0.0,0,0.0,1556027622045889.0,0,778013869011905.0,0.0,0.0,0.0,0,0.0,0.0
202.18.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,31875017.0,0,0.0,0,0.0,1556027622759871.0,0,778013827317444.0,0.0,0.0,0.0,0,0.0,0.0
87.168.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,51462121.0,0,0.0,0,0.0,1556027622718399.0,0,518675914193485.6,0.0,0.0,0.0,0,0.0,0.0
21.110.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,71258640.0,0,0.0,0,0.0,1556027622058630.0,0,778013846658635.0,0.0,0.0,0.0,0,0.0,0.0
136.71.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,72932279.0,0,0.0,0,0.0,1556027622464768.0,0,778013847698523.5,0.0,0.0,0.0,0,0.0,0.0
166.131.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,14484291.0,0,0.0,0,0.0,1556027622464762.0,0,389006921911816.25,0.0,0.0,0.0,0,0.0,0.0
176.55.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,18819825.0,0,0.0,0,0.0,1556027622477745.0,0,518675902471457.4,0.0,0.0,0.0,0,0.0,0.0
116.91.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,34732815.0,0,0.0,0,0.0,1556027622648397.0,0,778013828690606.0,0.0,0.0,0.0,0,0.0,0.0
163.37.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,106926114.0,0,0.0,0,0.0,1556027622737359.0,0,778013864831736.5,0.0,0.0,0.0,0,0.0,0.0
253.50.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,74206513.0,0,0.0,0,0.0,1556027622718471.0,0,778013848462492.0,0.0,0.0,0.0,0,0.0,0.0
178.59.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,38897120.0,0,0.0,0,0.0,1556027622029859.0,0,778013830463489.5,0.0,0.0,0.0,0,0.0,0.0
178.236.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,82008606.0,0,0.0,0,0.0,1556027622738759.0,0,778013852373682.5,0.0,0.0,0.0,0,0.0,0.0
221.183.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,41909666.0,0,0.0,0,0.0,1556027622741396.0,0,778013832325531.0,0.0,0.0,0.0,0,0.0,0.0
77.243.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,10279035.0,0,0.0,0,0.0,1556027622759883.0,0,778013816519459.0,0.0,0.0,0.0,0,0.0,0.0
254.132.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,68919953.0,0,0.0,0,0.0,1556027622062306.0,0,778013845491129.5,0.0,0.0,0.0,0,0.0,0.0
125.111.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,10567961.0,0,0.0,0,0.0,1556027622474468.0,0,778013816521214.5,0.0,0.0,0.0,0,0.0,0.0
61.209.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,119346564.0,0,0.0,0,0.0,1556027622738701.0,0,778013871042632.5,0.0,0.0,0.0,0,0.0,0.0
7.4.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,26725283.0,0,0.0,0,0.0,1556027622115810.0,0,778013824420546.5,0.0,0.0,0.0,0,0.0,0.0
163.62.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,25833378.0,0,0.0,0,0.0,1556027622348713.0,0,778013824091045.5,0.0,0.0,0.0,0,0.0,0.0
195.39.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,9985478.0,0,0.0,0,0.0,1556027622247598.0,0,518675898465678.0,0.0,0.0,0.0,0,0.0,0.0
247.24.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,17820416.0,0,0.0,0,0.0,1556027622718401.0,0,778013820269408.5,0.0,0.0,0.0,0,0.0,0.0
1.96.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,84394450.0,0,0.0,0,0.0,1556027622247565.0,0,778013853321007.5,0.0,0.0,0.0,0,0.0,0.0
43.186.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,36663724.0,0,0.0,0,0.0,1556027622412655.0,0,778013829538189.5,0.0,0.0,0.0,0,0.0,0.0
245.55.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,42206615.0,0,0.0,0,0.0,1556027622737376.0,0,778013832471995.5,0.0,0.0,0.0,0,0.0,0.0
72.52.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,69867428.0,0,0.0,0,0.0,1556027622112228.0,0,778013845989828.0,0.0,0.0,0.0,0,0.0,0.0
222.84.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,75501224.0,0,0.0,0,0.0,1556027622737391.0,0,778013849119307.5,0.0,0.0,0.0,0,0.0,0.0
172.70.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,110014766.0,0,0.0,0,0.0,1556027622348712.0,0,778013866181739.0,0.0,0.0,0.0,0,0.0,0.0
31.89.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,7276524.0,0,0.0,0,0.0,1556027622718424.0,0,518675893627243.6,0.0,0.0,0.0,0,0.0,0.0
185.97.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,12081874.0,0,0.0,0,0.0,1556027622737325.0,0,778013817409599.5,0.0,0.0,0.0,0,0.0,0.0
144.243.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,32425159.0,0,0.0,0,0.0,1556027622705581.0,0,778013827565370.0,0.0,0.0,0.0,0,0.0,0.0
211.48.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,14367910.0,0,0.0,0,0.0,1556027622477846.0,0,518675893055033.4,0.0,0.0,0.0,0,0.0,0.0
160.28.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,7519049.0,0,0.0,0,0.0,1556027622058545.0,0,778013814788797.0,0.0,0.0,0.0,0,0.0,0.0
129.75.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,47002321.0,0,0.0,0,0.0,1556027622523244.0,0,778013834762782.5,0.0,0.0,0.0,0,0.0,0.0
42.221.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,102529731.0,0,0.0,0,0.0,1556027622759881.0,0,778013862644806.0,0.0,0.0,0.0,0,0.0,0.0
122.104.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,45855514.0,0,0.0,0,0.0,1556027622247557.0,0,778013834051535.5,0.0,0.0,0.0,0,0.0,0.0
138.229.192.168,1.31.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,42939853.0,0,0.0,0,0.0,1556027622705561.0,0,518675903645500.6,0.0,0.0,0.0,0,0.0,0.0
191.153.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,33123810.0,0,0.0,0,0.0,1556027622759892.0,0,778013827941851.0,0.0,0.0,0.0,0,0.0,0.0
4.226.192.168,1.32.192.168,2019-04-23 23:53:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,81460170.0,0,0.0,0,0.0,1556027622718427.0,0,778013852089298.5,0.0,0.0,0.0,0,0.0,0.0
